dialogue_id,summary,time_taken,memory_usage
1,Doctor Hawkins advises Person1 to get a yearly check-up and Person2 to quit smoking due to its negative health effects.,0.4820711040496826,87.378203125
2,"Person1 and Person2 discuss their children's vaccinations, and Person2 requests a Tetanus booster.",0.462095251083374,83.49375
3,Person1 lost their keys and asked Person2 for help. Person2 found the keys and Person1 thanked them.,0.462095251083374,83.49375
4,"Person1 is upset that Person2 didn't tell him about their girlfriend, while Person2 is upset that Person1 didn't tell him about Person2's girlfriend.",0.462095251083374,83.49375
5,"Person1 and Person2 meet at a party, Person1 is confident and Person2 is shy. Person1 tries to impress Person2 by dancing, but Person2 is not confident enough to dance. They end up having a conversation and dancing together, Person1's friend joins in, and they have a good time.",0.462095251083374,83.49375
6,"Person1 is happy to give a present to Person2, and Person2 is grateful.",0.462095251083374,83.49375
7,"Person1 and Person2 took a ride together, Person1 paid $10 for the ride, and Person2 paid $2 for the first 2 kilometers and 20 cents for each additional 200 meters.",0.462095251083374,83.49375
8,"Judy Liao applied for an accounts assistant position at the company. She submitted her resume, cover letter, and two letters of recommendation. She was wondering if there is anything else she should send.Person1 is asking Person2 when they will start setting up interviews, while Person2 is unsure about the timeline but believes it will start after a week or two of receiving resumes.",1.6143785858154296,191.863984375
9,"This computer package includes a CPU, 256 megabytes of RAM, a DVD player, a 15 - inch monitor, and a phone line port.",0.462095251083374,83.49375
10,Person1 is looking for the visa office and Person2 is offering to walk them there. Person1 is applying to study English Literature and Person2 is a friend helping them with the process.,0.4820711040496826,87.378203125
11,"Person1 asks Person2 to run to the store for sugar, oranges, and milk. Person2 agrees and returns with the items.",0.462095251083374,83.49375
12,"Person1 and Person2 share a photo of their mother in her cap and gown, and Person2 is proud of her. Person1 is proud of their mother's achievement of obtaining a Master's degree from Miami University. Person2 is proud of their mother's achievement and wants a copy of the photo. Person1 wants a slide for their new projector, and Person2 wants a wallet-size print.",0.462095251083374,83.49375
13,Person1 received dirty jokes from Bean and is now concerned about their safety. Person2 is upset about the harassment and suggests using a spam filter to block unwanted messages.,0.462095251083374,83.49375
14,"Keith is 21 years old, James is a year older and looks younger, their fathers are fine, and they both want to travel and be active in their retirement.",0.462095251083374,83.49375
15,"Person1 likes lively music and classical music, while Person2 prefers dance music and classical music. They both agree that listening to music can be relaxing and beneficial for their mental health.Person2 recommends Person1 to listen to classical music for intellectual stimulation and Person1 suggests Person2 to listen to music for liveliness and happiness.",1.6143785858154296,191.863984375
16,Person1 is confused by Person2's words and is unsure of their intent. Person2 is offering help but Person1 is unsure if it's scolding or genuine.,0.4820711040496826,87.378203125
17,"On Valentine's Day, people exchange gifts of roses and chocolate. It is a special occasion for young people, and they enjoy it.",0.462095251083374,83.49375
18,"Person1 and Person2 discuss their triplets, their physical similarities, and their current difficulties with sleep and parenting.",0.462095251083374,83.49375
19,"Person1 and Person2 discuss ice cream choices, with Person1 liking chocolate and Person2 disliking nuts.",0.4820711040496826,87.378203125
20,"Person1 and Person2 discuss their working arrangement, with Person2 expressing their desire to work with Person1.",0.462095251083374,83.49375
21,"Person1 is getting dressed in the car while driving, and Person2 is concerned about their safety. Person1 is dismissive and Person2 is worried about the situation.",0.4820711040496826,87.378203125
22,"Person1 and Person2 need to check in at Air China's counter 30 minutes before take-off, show their ID cards, and have their luggage checked. They also need to open their small bags for inspection. The boarding time is 17:05, and it's currently 16:15. They have plenty of time.",0.4820711040496826,87.378203125
23,"Person1 is moving from 8th floor to 6th floor, and the cost depends on the floor, distance, and amount of furniture. Person2 charges 50 % upfront and the rest after the move is complete. The damage and compensation item is explained.Person2 is responsible for any damages to the articles during moving. If any damage occurs, they can make a claim for compensation with the company.",1.6143785858154296,191.863984375
24,"Person1 and Person2 had a past relationship, but they haven't seen each other for a while. Person2 is no longer interested in Person1 due to their nagging, and Person1 is unsure if they can get back together.",0.462095251083374,83.49375
25,"Person1 and Person2 share a love for the movie Superbad, and Person2 thinks it's the best movie ever. They both laugh and reminisce about the hilarious experience. They both want to watch the movie again.",0.462095251083374,83.49375
26,"Jimmy and Person2 are in a bar. Jimmy is curious about the security measures, while Person2 is worried about the safety. Jimmy likes the taste of the drinks and Person2 enjoys the decoration. Jimmy is offered a free drink, but Person2 is worried about the crowded counter.Person2 is offering to show Person1 how to play a game and is confident in their ability to do so.",1.6143785858154296,191.863984375
27,"Person1 is going to Central Park and Person2 is driving them. Person1 asks when they will arrive, Person2 tells them to wait a few minutes, and they eventually get off at the right stop.",0.462095251083374,83.49375
28,"Jessica, a colleague, is leaving the company due to an offer of a higher salary and better opportunities for promotion. Person1 is grateful for their time and wishes them luck.",0.4820711040496826,87.378203125
29,"Person1 worked in sales for nearly two years, primarily establishing business ties with foreign firms. Person2 enjoyed their work and found opportunities for self-development, and chose our company due to the potential for professional growth.",0.7636208343505859,86.30794921875
30,"Person1 and Person2 have different opinions on house cleaning. Person1 wants to do it today, while Person2 prefers washing clothes. They argue about it and agree to compromise by doing it later.",0.4820711040496826,87.378203125
31,"Person1 asks if they can take their time, Person2 says take your time, Person1 says fine, Person2 says they want two bottles of beer, Person1 says fine, Person2 says they want steak, Person1 says they'll take steak dinner, Person2 says they'll take it, Person1 says what they want for dessert, Person2 says ice cream.",0.7636208343505859,86.30794921875
32,"Person1 is asked if they can help Person2 find a leather jacket, Person2 wants a black one, Person1 thinks a brown one will suit Person2 better, Person2 wants a black one, Person1 thinks a black one will suit Person2 better, Person2 wants a leather jacket, Person1 wants to help Person2 find a leather jacket, Person2 wants a black one, Person1 thinks a black one will suit Person2 better, Person2 wants a leather jacket, Person1 wants to help Person2 find a leather jacket, Person2 wants a black one, Person1 thinks a black one will suit Person2 better, Person2 wants a leather jacket, Person1 wants to help Person2 find a leather jacket, Person2 wants a leather jacket, Person1 wants to help Person2 find a leather jacket, Person2 wants a leather jacket, Person1 wants to help Person2 find a leather jacket, Person2 wants a leather jacket, Person1 wants to help Person2",0.7636208343505859,86.30794921875
33,"Person1 enjoys the climate and year-round swimming in Los Angeles, while Person2 dislikes the air pollution and foggy beaches.",0.7636208343505859,86.30794921875
34,"Person1 is struggling to find books on the topic of Hollywood in the 30s and 40s, while Person2 is considering narrowing their focus to the history of studios during that time. Person1 suggests looking for magazines or newspaper articles as well.Person1 suggests looking up magazine articles in the Reader's Guide to Periodical Literature, and Person2 plans to start with books and then magazines.",1.6143785858154296,191.863984375
35,"Person1 and Person2 went on a vacation to Paris, where they saw famous sights, took a boat tour, and spent time in cafes. Person2 enjoyed the trip, while Person1 found it boring.",0.7636208343505859,86.30794921875
36,"Person1 is tired of watching TV and wants to go to the cinema. Person2 suggests a horror film, but Person1 is not interested. Person2 suggests a movie in the neighborhood, but Person1 prefers a shorter film. Person1 is interested in a Gone with the Wind remake, but Person2 thinks it's too long. Person2 suggests a horror film, but Person1 is not interested. Person1 prefers a shorter film, but Person2 thinks it's too long. Person1 is interested in a Gone with the Wind remake, but Person2 thinks it's too long. Person2 suggests a horror film, but Person1 is not interested. Person1 prefers a shorter film, but Person2 thinks it's too long. Person2 suggests a horror film, but Person1 is not interested. Person1 prefers a shorter film, but Person2 thinks it's too long. Person2 suggests a horror film, but Person1 is not interested. Person1 prefersPerson1 and Person2 discuss a baseball game on television and a movie. Person2 initially doesn't pay attention to the discussion but changes their mind when Person1 mentions a baseball game.",1.6143785858154296,191.863984375
37,"Person1 is excited about going to Japan for a year, and Person2 is nervous but eager to learn more about the country's culture. Person1 is looking forward to learning Japanese, while Person2 is already attending language classes. They both hope to study abroad in the future.",0.7636208343505859,86.30794921875
38,"#Person1#: Morning, Sue. Did you enjoy your holiday in the country? Yes, thanks. They camped in the mountains, near Snowdon, and cooked all their meals over an open fire. The weather was good, and they met some farmers. #Person2#: Yes, they were great. They stayed in a cabin and went on walks. They returned yesterday. #Person1#: This morning. #Person2#: Last night.",0.4820711040496826,87.378203125
39,"Person1 is upset that Person2 didn't tell him about their girlfriend, and Person2 feels Person1 should have known. They argue and Person2 admits to not telling Person1 about their relationship.",0.7636208343505859,86.30794921875
40,"Person1, Person2, and Person3 are dining together. Person1 is offering wine and Person3 is having trouble with the taste. Person2 is concerned about Person3's health. Person3 passes out. Person1 suspects poisoning.",0.4820711040496826,87.378203125
41,"Person1 bought a new dress for $70, which was a bargain. Person2 thinks Person1 looks great in it. Person1 is going to a school talk. Person2 saved $30 by shopping at home. Person1 watched TV and read a book while Person2 took a shower. Person1 will visit Mike tomorrow.",0.7636208343505859,86.30794921875
42,"Harris will wait for Olivia at the cinema box office at 7:10, while Olivia is out for lunch.",0.7636208343505859,86.30794921875
43,Person1 is calling to inquire about doctor Smith's availability. Person2 is not available and asks Person1 to call back later.,0.7636208343505859,86.30794921875
44,"Person1 is excited about finding a novel in a subway station, and Person2 is happy about sharing a book. They both plan to put their books in the station for others to enjoy.",0.462095251083374,83.49375
45,"Person1 is excited for their upcoming birthday, while Person2 is unsure of what to get them. Person1 wants a machine gun, while Person2 suggests a dress and purse.",0.7636208343505859,86.30794921875
46,"Person1 and Person2 discuss watching a soap opera, Person2's attraction to the main actor, Person1's dislike of the soap opera, and Person2's suggestion to watch a documentary instead.",0.4820711040496826,87.378203125
47,Person1 and Person2 agree to meet at the conference center at 4 o'clock and will take the underground to get there.,0.7051391410827637,95.62482421875
48,Person1: Accommodation in London is difficult for overseas students. They recommend staying with a family or in a hotel.,0.7636208343505859,86.30794921875
49,"Person1 asks where the airport is, Person2 responds by showing them on a map and offering directions. Person1 wants to know how to get there cheaply and quickly. Person2 suggests taking the subway and transferring to an airport express train. Person1 will follow the crowd to the train station.",0.7051391410827637,95.62482421875
50,"Person1 was a leader in their university's propaganda department, while Person2 was a member of the basketball society and enjoyed playing basketball.",0.7051391410827637,95.62482421875
51,"Person1 is a victim of an assault by Person2, who stabbed him multiple times. Person2 admits to the attack but claims self-defense. Person1 is a US citizen, and Person2 is an American. They are both of the same nationality. The incident occurred when Person2 tried to stop Person1 from stealing his bag. Person1 is of the opinion that Person2 should be held responsible for the attack.Person1's number has been noted and will be used to contact them.",0.897354736328125,173.671640625
52,"Person1 is looking for a management job, and Person2 is interested in a management position after three years of experience.",0.7636208343505859,86.30794921875
53,Lucie Jing from Lincoln Bank called to inform Mr. Was that his new credit card has arrived and can be collected or sent. They also discussed the terms and conditions and agreed on a meeting time.,0.7636208343505859,86.30794921875
54,"Person1 thanked Person2 for lending them a difficult book, but Person2 suggested Person1 look up unfamiliar words while reading to make it easier.",0.7636208343505859,86.30794921875
55,"Person1 and Person2 discuss payment terms, with Person2 insisting on L/C due to licensing issues.",0.4366400527954102,88.86302734375
56,"Person1 and Person2 open a current account and deposit 3, 000 yuan each. Person1 provides his/her personal information and signs the contract, while Person2 provides his/her personal information and signs the contract. They receive their bank cards and certificates of deposit.",0.4366400527954102,88.86302734375
57,"Person1 believes the hero's acting is inferior to the heroine's, while Person2 disagrees.",0.7051391410827637,95.62482421875
58,"Person1 and Person2 have differing preferences, with Person2 finding the mountain village more charming and Person1 preferring the liveliness of a big town.",0.7051391410827637,95.62482421875
